RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,age,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80,FDISP,FPERNP,FPINCP,FPRIVCOVP,FPUBCOVP,nochildren,lnfaminc,widowed,divorced,separated,nevermarried,male,female,agesq,ltHS,BA,BAplus,black,hisp,hourly,coveligd
P,2011000001768,2,4300,-9,25,1073094,60,41,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,50.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1998.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,1,0.0,3.0,16.0,21.0,0.0,1,0.0,0.0,78000.0,36.0,1.0,3.0,1.0,,,1,336,-9,999,-9,,2,1.0,,1.0,6107.0,,1,1,8180.0,74.0,25.0,,,,,,,1.0,621M,1,,0,3220.0,N.A.,,78000.0,78000.0,25,-9,501.0,3400.0,-9.0,25.0,-9.0,1,2,2,2,2,-9,44,-9,0,0,1,0,1,0,0,0,2.0,1.0,,,291126,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,111,49,82,62,15,55,69,89,25,71,79,50,57,19,26,124,71,63,96,46,32,49,71,63,79,49,34,26,110,13,27,71,55,57,117,38,64,62,24,44,123,47,73,74,18,40,46,106,36,84,87,51,50,16,26,103,66,69,77,83,23,49,61,75,68,49,58,17,80,14,20,72,91,101,98,38,57,57,20,0,0,0,0,0,0,12.0015054798,0,0,0,0,1,0,1681,0,1,1,1,0,0,0
P,2011000001779,1,4100,-9,25,1073094,14,46,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,2.0,,,1,2,2,2,2,2,2,0.0,20.0,1.0,1.0,2.0,3,2.0,2.0,1.0,2.0,1989.0,-9.0,1.0,4.0,,,,,,,,,,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0,0.0,1.0,,19.0,0.0,2,0.0,0.0,42000.0,45.0,1.0,1.0,1.0,,,2,935,-9,50,-9,,2,1.0,,1.0,,,1,1,7980.0,98.0,55.0,,,,,,,4.0,6212,1,,0,5000.0,N.A.,2.0,42000.0,42000.0,25,-9,286.0,4000.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,431011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,23,14,13,12,11,16,5,3,4,13,24,13,4,13,13,4,10,26,21,23,25,14,12,14,13,14,3,4,4,10,20,13,3,12,15,3,14,21,4,4,4,11,17,12,11,12,17,24,21,16,3,13,21,15,13,24,13,4,4,5,3,14,15,12,15,13,22,27,27,13,3,14,23,14,15,22,13,5,30,0,0,0,0,0,0,10.8237703057,0,1,0,0,0,1,2116,0,0,0,0,0,0,1
P,2011000001779,2,4100,-9,25,1073094,24,19,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,,,,1,2,2,2,2,2,2,0.0,5.0,,10.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,2.0,5.0,2.0,2.0,3.0,0.0,0.0,2,0.0,2.0,15.0,19.0,0.0,2,0.0,0.0,8200.0,24.0,1.0,1.0,1.0,,,2,935,-9,22,-9,,2,,,1.0,,,1,1,4970.0,155.0,97.0,,,,,,,6.0,4451,1,,0,4720.0,N.A.,4.0,8200.0,8200.0,25,-9,286.0,4100.0,-9.0,25.0,-9.0,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,412010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,26,16,22,17,27,14,8,8,18,30,33,12,21,25,6,23,44,29,46,46,30,20,22,20,25,7,7,11,19,44,32,6,26,21,7,20,44,7,7,11,21,26,25,17,27,35,34,42,33,7,25,40,23,22,42,21,5,7,6,7,29,24,26,27,20,43,54,45,25,6,17,28,30,23,35,32,6,30,0,0,0,0,0,0,10.8237703057,0,0,0,1,0,1,361,0,0,0,0,0,0,1
P,2011000001830,3,2400,-9,25,1073094,25,26,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,,,,1,2,2,2,2,2,2,0.0,50.0,1.0,1.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,2.0,5.0,2.0,2.0,2.0,0.0,0.0,13,0.0,3.0,15.0,19.0,0.0,1,0.0,0.0,42000.0,40.0,1.0,1.0,1.0,,,2,50,-9,51,-9,,2,1.0,,1.0,,,1,1,7290.0,86.0,37.0,,,,,,,6.0,5413,1,,0,1460.0,N.A.,,42000.0,42000.0,25,-9,369.0,2700.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,172141,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29,17,26,26,32,37,22,23,30,38,25,55,38,31,34,29,63,22,9,9,27,20,26,22,7,6,33,18,7,33,21,10,8,6,7,23,9,22,65,30,24,20,31,32,37,43,33,23,45,24,26,40,42,51,30,21,55,21,8,9,21,13,20,26,7,7,26,31,9,26,24,8,7,7,6,27,8,20,48,0,0,0,0,0,0,10.7144177688,0,0,0,1,1,0,676,0,0,0,0,0,0,0
P,2011000002139,4,1600,-9,25,1073094,21,38,1,,,4.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,2.0,,,1,2,2,2,2,2,2,40.0,45.0,1.0,1.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,13,0.0,1.0,,24.0,0.0,2,0.0,0.0,50000.0,42.0,1.0,1.0,1.0,,,2,51,-9,187,-9,,2,1.0,,1.0,3301.0,,1,1,7870.0,109.0,61.0,,,,,,,6.0,611M1,1,,0,2200.0,N.A.,4.0,50000.0,50040.0,6,-9,436.0,1800.0,-9.0,25.0,-9.0,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2.0,2.0,,,251000,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,16,5,23,17,8,22,29,7,6,32,19,21,34,23,36,16,23,6,18,38,19,29,23,21,29,24,6,26,44,6,22,25,7,19,7,22,18,26,24,5,19,7,21,22,5,19,34,6,7,37,24,19,37,23,28,22,19,7,24,34,20,43,20,23,32,26,6,28,29,5,18,21,6,24,5,24,22,43,0,0,0,0,0,0,11.3504065355,0,0,0,1,0,1,1444,0,0,1,0,0,1,1
P,2011000002164,2,500,-9,25,1073094,30,53,1,,,4.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,20.0,1.0,1.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,2,0.0,1.0,,20.0,0.0,2,0.0,0.0,44000.0,37.0,1.0,1.0,1.0,,,1,50,-9,999,-9,,2,1.0,,1.0,,,1,1,9480.0,92.0,49.0,,,,,,,6.0,923,1,,0,5810.0,N.A.,4.0,44000.0,44000.0,25,-9,501.0,600.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,439021,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29,26,9,44,34,30,47,26,31,52,31,29,30,56,9,9,9,8,35,42,30,33,10,57,30,27,60,28,31,46,32,31,29,53,10,12,9,7,28,52,28,25,9,50,29,27,49,28,27,51,34,26,37,57,9,9,8,9,34,39,32,34,10,58,28,30,54,28,29,39,29,34,27,51,10,9,9,10,37,0,0,0,0,0,1,11.3506418019,0,0,0,1,0,1,2809,0,0,0,0,0,0,1
P,2011000002196,1,2700,-9,25,1073094,15,47,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,2.0,,,1,2,2,2,2,2,2,3000.0,25.0,1.0,1.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,21.0,0.0,2,0.0,0.0,65000.0,35.0,1.0,1.0,1.0,,,2,51,-9,50,-9,,2,1.0,,1.0,6203.0,,1,1,3490.0,207.0,121.0,,,,,,,6.0,335M,1,,0,110.0,N.A.,2.0,65000.0,68000.0,25,-9,452.0,2500.0,-9.0,25.0,-9.0,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2.0,2.0,,,113021,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,21,16,18,25,16,3,5,5,16,14,15,15,17,27,26,25,16,24,25,13,5,17,16,4,17,30,29,21,15,17,12,16,16,3,5,4,15,25,21,14,5,15,14,5,17,27,24,29,14,15,17,13,14,4,4,4,16,5,4,15,26,14,15,29,18,5,4,4,17,16,16,14,13,25,28,29,15,5,0,0,0,0,0,0,11.1272629842,0,0,0,1,0,1,2209,0,1,1,0,0,0,1
P,2011000002291,1,800,-9,25,1073094,11,55,1,,,4.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,2000.0,10.0,1.0,1.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,21.0,0.0,2,0.0,0.0,63000.0,40.0,1.0,1.0,1.0,,,1,148,-9,999,-9,,2,1.0,,1.0,2304.0,2310.0,1,1,9480.0,106.0,65.0,,,,,,,6.0,923,1,,0,2010.0,N.A.,4.0,63000.0,65000.0,25,-9,501.0,800.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1.0,2.0,,,211020,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,11,13,12,10,19,13,4,22,11,17,11,3,10,3,17,14,19,3,3,10,11,12,10,11,23,13,3,21,12,22,12,3,11,3,20,11,3,17,20,11,11,11,10,11,3,12,15,4,11,4,11,18,11,21,4,12,3,19,17,11,11,9,12,12,4,12,17,4,11,3,13,15,13,20,4,12,19,0,0,0,0,0,0,,0,0,0,1,0,1,3025,0,1,1,0,0,0,0
P,2011000002420,1,1800,-9,25,1073094,47,41,4,2008.0,-9.0,1.0,2.0,2,2,2.0,2.0,,,2.0,1.0,,2.0,,,1,2,2,2,2,2,2,0.0,15.0,1.0,1.0,1.0,1,2.0,1.0,2.0,2.0,2010.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,16.0,0.0,1,0.0,0.0,175000.0,55.0,1.0,1.0,1.0,1993.0,-9.0,1,148,-9,999,-9,6.0,2,1.0,,1.0,,,1,1,7070.0,67.0,25.0,639.0,-9.0,,,,,1.0,531,2,,0,410.0,N.A.,,175000.0,175000.0,163,-9,501.0,1700.0,-9.0,25.0,-9.0,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,119141,N.A.//,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,41,60,64,13,76,42,48,15,12,15,55,49,84,15,40,81,45,48,73,80,88,51,41,49,46,14,81,59,53,53,15,83,43,49,14,40,14,14,44,44,50,62,87,11,65,50,45,12,17,16,52,52,82,12,47,85,48,50,86,92,84,41,44,46,50,17,75,46,47,48,14,84,52,42,12,37,15,15,50,0,1,1,0,0,1,12.3238556812,0,0,0,0,1,0,1681,0,0,0,0,0,0,0
P,2011000002420,2,1800,-9,25,1073094,44,27,5,,,1.0,2.0,2,2,2.0,2.0,,,2.0,1.0,2.0,,,,1,2,2,2,2,2,2,0.0,15.0,1.0,1.0,1.0,1,2.0,1.0,1.0,2.0,2010.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,1,0.0,1.0,,21.0,0.0,2,0.0,0.0,50000.0,52.0,1.0,1.0,1.0,2004.0,-9.0,1,171,-9,999,-9,7.0,2,1.0,,1.0,2313.0,,1,1,6990.0,97.0,55.0,639.0,-9.0,,,,,1.0,524,2,,0,5840.0,N.A.,4.0,50000.0,50000.0,164,-9,501.0,1700.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2.0,2.0,,,439041,N.A.//,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,47,83,48,12,67,37,41,13,12,11,53,54,77,17,40,78,55,45,74,57,86,45,47,44,34,12,65,51,54,41,16,58,48,45,9,34,16,18,38,33,53,63,86,16,67,42,33,14,14,16,45,35,51,15,45,87,54,42,72,100,71,26,48,45,61,16,55,44,53,60,12,74,55,41,13,35,13,12,46,0,1,1,0,0,1,12.3238556812,0,0,0,0,0,1,729,0,1,1,0,0,1,0
P,2011000002460,1,4400,-9,25,1073094,20,52,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,18.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1980.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,20.0,0.0,1,0.0,0.0,51000.0,40.0,1.0,1.0,1.0,,,2,425,-9,22,-9,,2,1.0,,1.0,,,1,1,8680.0,100.0,58.0,,,,,,,1.0,722Z,1,,0,4720.0,N.A.,,51000.0,51000.0,25,-9,483.0,4400.0,-9.0,25.0,-9.0,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,412010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,46,7,17,23,38,7,20,18,6,24,17,7,24,20,25,7,30,22,5,5,8,39,16,16,5,31,23,16,33,23,19,35,19,18,17,35,7,22,6,6,7,40,16,22,6,36,19,20,26,19,21,38,17,17,21,31,6,22,36,30,35,6,18,25,39,7,19,21,6,19,21,6,24,18,24,7,33,21,0,0,0,0,0,0,11.3690550946,0,0,0,0,1,0,2704,0,0,0,0,0,0,0
P,2011000002460,2,4400,-9,25,1073094,18,51,1,,,3.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,25.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1980.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,1,0.0,1.0,,16.0,0.0,2,0.0,0.0,35600.0,36.0,1.0,1.0,1.0,,,2,50,-9,22,-9,,2,1.0,,1.0,,,1,1,9370.0,91.0,47.0,,,,,,,1.0,9211MP,1,,0,5860.0,N.A.,2.0,35600.0,35600.0,23,-9,483.0,4300.0,-9.0,25.0,-9.0,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,439061,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,28,6,16,21,33,5,15,18,6,19,16,6,19,17,21,7,29,22,5,6,6,34,15,16,7,23,18,19,29,21,18,27,15,18,15,35,6,22,5,5,5,29,15,20,5,30,18,20,29,16,20,32,16,18,18,25,6,21,32,25,30,5,16,22,29,7,17,20,5,17,20,6,21,17,18,5,28,17,0,0,0,0,0,0,11.3690550946,0,0,0,0,0,1,2601,0,0,0,0,0,0,0
P,2011000002627,1,1000,-9,25,1073094,11,21,1,,,2.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,,,,1,2,2,2,2,2,2,0.0,,,11.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,2.0,5.0,2.0,2.0,2.0,0.0,0.0,17,0.0,3.0,15.0,19.0,0.0,2,0.0,0.0,13000.0,40.0,1.0,1.0,1.0,,,2,425,-9,94,-9,,2,,,1.0,,,1,1,8470.0,,,,,,,,,6.0,6244,1,,0,4600.0,N.A.,,13000.0,13000.0,25,-9,,1000.0,-9.0,25.0,-9.0,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,399011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,11,11,11,21,21,21,12,2,12,21,11,12,20,11,2,2,1,11,2,11,12,11,11,21,21,21,11,2,11,21,12,12,21,11,2,1,1,12,21,12,11,11,11,2,2,2,11,20,11,2,11,11,2,12,21,21,21,12,21,12,11,11,11,2,2,2,11,21,11,2,11,11,1,12,21,21,21,11,1,0,1,1,0,0,0,,0,0,0,1,0,1,441,0,0,0,0,0,0,0
P,2011000002696,1,3400,-9,25,1073094,16,31,5,,,2.0,2.0,2,2,2.0,2.0,,,2.0,1.0,2.0,2.0,,,1,2,2,2,2,2,2,0.0,30.0,,2.0,1.0,5,,,,,,,3.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,17,0.0,1.0,,24.0,0.0,2,0.0,0.0,40000.0,50.0,1.0,1.0,1.0,2008.0,-9.0,2,336,-9,275,-9,7.0,2,,,1.0,3601.0,,1,1,7870.0,82.0,37.0,620.0,-9.0,3400.0,-9.0,25.0,-9.0,6.0,611M1,2,,0,1760.0,N.A.,,40000.0,40000.0,301,-9,,3300.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1.0,2.0,,,192099,N.A.//,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,28,3,28,16,16,15,16,16,15,3,29,17,16,29,29,15,16,15,16,30,16,16,16,30,2,2,3,2,30,16,16,3,29,16,15,30,2,2,2,16,30,3,28,16,16,16,16,17,15,3,29,16,16,29,29,15,16,16,15,29,16,15,17,30,3,2,3,2,30,16,16,2,29,16,16,29,2,0,0,0,0,0,0,,0,0,0,1,0,1,961,0,0,1,0,0,0,1
P,2011000002840,1,1800,-9,25,1073094,16,56,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,30.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1986.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,18.0,0.0,1,0.0,0.0,65000.0,55.0,1.0,2.0,1.0,,,2,97,-9,50,-9,,2,1.0,,1.0,,,1,1,6470.0,88.0,43.0,,,,,,,1.0,51111,1,,0,4800.0,N.A.,,65000.0,65000.0,9,-9,501.0,800.0,-9.0,9.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,413011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,16,16,13,5,16,15,33,4,32,26,17,16,4,5,33,19,16,29,19,5,17,15,17,30,16,16,5,28,7,5,16,16,23,26,5,19,15,28,16,5,14,15,14,23,19,15,4,27,5,5,18,15,27,26,5,21,19,5,18,25,15,14,18,4,17,17,31,4,27,29,21,20,5,5,26,18,16,4,0,0,0,0,0,1,11.4824662575,0,0,0,0,1,0,3136,0,0,0,0,0,1,0
P,2011000002909,1,3302,-9,25,1073094,3,19,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,,,,2,1,2,2,2,2,2,0.0,10.0,,10.0,2.0,5,,,,,,,3.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,17,0.0,3.0,15.0,19.0,0.0,2,0.0,0.0,3300.0,20.0,1.0,4.0,1.0,,,1,50,-9,999,-9,,2,,,1.0,,,1,1,7870.0,120.0,79.0,,,4100.0,-9.0,25.0,-9.0,6.0,611M1,1,,0,5860.0,N.A.,,3300.0,3300.0,25,-9,,3300.0,-9.0,25.0,-9.0,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,439061,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,3,6,4,6,3,3,3,1,3,0,3,3,0,3,6,0,0,1,0,3,3,1,3,1,3,3,3,6,3,6,3,3,6,3,0,6,6,0,0,3,3,1,3,0,4,3,3,6,3,6,3,4,6,3,0,6,6,6,6,3,3,6,3,6,4,3,4,0,3,1,3,3,0,4,6,1,1,6,0,1,1,0,0,0,,0,0,0,1,0,1,361,0,0,0,0,0,0,0
