SERIALNO,PWGTP,ST,hourly,employed,empgov_fed,empgov_st,empgov_loc,wkhours,wks,wage12,age,agesq,male,nochildren,ndep_kid,ndep_old,ltHS,someHS,HSgrad,someCol,BA,GradSch,noHSdegree,BAplus,faminc,lnfaminc,married,partner,separated,divorced,widowed,nevermarried,native,asian,black,white,other,hisp,ESR,COW
2011000008255,24,25,0,0.0,0.0,0.0,0.0,,,0.0,52,2704,0,0,1.0,0.0,0,0,1,0,0,0,0,0,12245.091921001254,9.412880476177305,0,0,0,1,0,0,0,0,0,1,0,0,6.0,1.0
2011000008255,28,25,0,0.0,,,,,,0.0,16,256,0,0,1.0,0.0,0,1,0,0,0,0,1,0,12245.091921001254,9.412880476177305,0,0,0,0,0,1,0,0,0,1,0,0,6.0,
2011000008311,10,25,0,0.0,,,,,,0.0,83,6889,1,1,0.0,2.0,0,0,1,0,0,0,0,0,38587.47454097034,10.560683009036186,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000008311,10,25,1,0.0,,,,,,0.0,79,6241,0,1,0.0,2.0,0,0,0,1,0,0,0,0,38587.47454097034,10.560683009036186,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000008330,29,25,1,1.0,0.0,0.0,0.0,40.0,51.0,23975.684181456236,61,3721,1,1,0.0,0.0,0,0,0,1,0,0,0,0,57942.95177072106,10.967214215326347,1,0,0,0,0,0,0,0,0,1,0,0,2.0,1.0
2011000008330,23,25,1,1.0,0.0,0.0,0.0,28.0,51.0,33956.9775960539,52,2704,0,1,0.0,0.0,0,0,0,0,1,0,0,1,57942.95177072106,10.967214215326347,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000008409,13,25,0,1.0,0.0,0.0,0.0,50.0,33.0,154349.89816388136,46,2116,1,0,1.0,0.0,0,0,0,0,0,1,0,1,186763.37677829643,12.137597729764726,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000008409,12,25,0,1.0,0.0,0.0,0.0,25.0,51.0,30869.97963277627,47,2209,0,0,1.0,0.0,0,0,0,0,0,1,0,1,186763.37677829643,12.137597729764726,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000008409,15,25,0,0.0,0.0,0.0,0.0,10.0,7.0,1543.4989816388136,18,324,1,0,1.0,0.0,0,0,1,0,0,0,0,0,186763.37677829643,12.137597729764726,0,0,0,0,0,1,0,0,0,1,0,0,6.0,1.0
2011000008409,10,25,1,,,,,,,0.0,15,225,1,0,1.0,0.0,0,1,0,0,0,0,1,0,186763.37677829643,12.137597729764726,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000008554,9,25,0,1.0,1.0,0.0,0.0,40.0,51.0,77174.94908194068,49,2401,1,0,2.0,1.0,0,0,0,0,1,0,0,1,237287.24344394027,12.37702668389478,1,0,0,0,0,0,0,1,0,0,0,0,1.0,5.0
2011000008554,10,25,0,1.0,0.0,0.0,0.0,40.0,51.0,82319.9456874034,51,2601,0,0,2.0,1.0,0,0,0,0,1,0,0,1,237287.24344394027,12.37702668389478,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
2011000008554,8,25,0,0.0,0.0,0.0,0.0,40.0,20.0,15846.589544825152,27,729,1,0,2.0,1.0,0,0,0,1,0,0,0,0,237287.24344394027,12.37702668389478,0,0,0,0,0,1,0,1,0,0,0,0,3.0,1.0
2011000008554,6,25,0,1.0,0.0,0.0,0.0,40.0,51.0,26548.182484187593,22,484,1,0,2.0,1.0,0,0,0,0,1,0,0,1,237287.24344394027,12.37702668389478,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1.0
2011000008554,6,25,0,0.0,,,,,,0.0,17,289,1,0,2.0,1.0,0,1,0,0,0,0,1,0,237287.24344394027,12.37702668389478,0,0,0,0,0,1,0,1,0,0,0,0,6.0,
2011000008554,8,25,1,,,,,,,,2,4,0,0,2.0,1.0,0,0,0,0,0,0,0,0,237287.24344394027,12.37702668389478,0,0,0,0,0,1,0,1,0,0,0,0,,
