RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80,FDISP,FPERNP,FPINCP,FPRIVCOVP,FPUBCOVP
P,2011000003648,2,3301,-9,25,1073094,11,24,1,,,2,2,2,2,2,2,,,2,,2,,,,2,1,2,2,2,2,2,0,15,,9,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,13,0,3,16,21,0,2,0,0,4000,40,1,6,1,,,2,924,-9,706,-9,,2,,,1,5506,,1,1,7270,103,61,,,,,,,6,5411,1,,0,2160,N.A.,4,4000,4000,34,-9,34,3300,-9,25,-9,1,2,2,9,67,-9,62,-9,0,1,0,0,2,0,1,0,1,2,,,232090,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,10,4,11,11,12,14,6,4,17,16,3,19,18,13,11,2,10,12,15,12,11,3,12,11,20,19,2,2,15,10,4,21,19,10,13,3,10,9,14,8,11,3,8,13,13,14,4,3,16,11,4,23,24,11,10,3,10,13,8,12,12,2,8,14,22,25,5,3,33,13,3,17,17,10,11,3,8,11,0,0,0,0,0
P,2011000003665,1,1300,-9,25,1073094,23,34,1,,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,,,,2,1,2,2,1,2,2001,-9,1,4,,,,,,,,,,2,3,2,2,3,0,0,0,0,1,,21,0,2,0,0,0,,2,,2,,,2,142,-9,148,-9,,2,,,6,5200,,1,1,9290,,,,,,,,,1,814,1,,0,4600,N.A.,1,0,0,25,-9,501,,,,,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,399011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,20,45,6,36,22,25,23,21,27,22,7,37,18,27,52,38,19,24,17,18,36,23,22,24,31,5,7,7,6,42,22,28,9,33,18,25,40,7,8,6,16,42,6,37,19,25,24,20,19,26,7,35,21,23,36,38,24,24,25,20,34,21,24,20,30,7,6,5,6,44,25,19,7,38,24,22,43,5,0,0,0,0,0
P,2011000003665,2,1300,-9,25,1073094,23,38,1,,,1,2,2,2,2,2,,2,2,,,2,,,1,2,2,2,2,2,2,0,30,1,1,2,1,2,2,1,2,2001,-9,1,2,0,1,0,0,0,0,0,0,0,3,5,3,3,3,0,0,1,0,1,,22,0,1,0,0,160000,40,1,1,1,,,2,88,-9,425,-9,,2,1,,1,6107,,1,1,8190,76,31,,,,,,,1,622,1,,0,3256,N.A.,,160000,160000,25,-9,501,700,-9,25,-9,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,1,,,291151,N.A.//,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,23,41,9,30,25,21,24,18,23,20,7,38,25,24,46,36,24,23,21,23,38,20,21,25,48,6,6,7,7,49,21,22,8,45,22,22,39,8,8,7,21,36,7,33,22,25,20,21,27,20,7,29,22,25,34,44,24,22,21,24,43,21,22,23,41,7,7,7,6,36,21,23,7,43,23,24,38,6,0,0,0,0,0
P,2011000003665,3,1300,-9,25,1073094,20,4,1,,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,3,1,1,,1,,,,,,,,,,2,88,-9,425,-9,,2,,2,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,501,,,,,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,24,34,8,29,19,19,22,19,25,20,6,32,18,21,41,35,21,20,19,19,28,19,18,18,42,5,6,5,7,36,21,20,5,33,22,22,36,5,8,6,22,32,6,31,19,25,16,19,17,20,6,27,22,22,31,34,20,20,22,18,36,22,20,26,28,8,7,5,5,34,27,16,6,33,18,22,34,6,0,0,0,0,0
P,2011000003665,4,1300,-9,25,1073094,20,2,1,,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,2,88,-9,425,-9,,2,,2,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,501,,,,,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,25,34,7,30,19,18,22,19,26,21,6,31,18,21,42,35,21,21,19,19,29,19,18,17,41,6,5,6,7,37,21,20,5,33,22,23,36,5,8,6,21,31,6,32,19,26,17,20,18,20,6,27,22,22,31,34,19,20,22,18,36,23,20,26,28,8,6,5,5,33,26,15,7,33,18,23,33,6,0,0,0,0,0
P,2011000003717,1,400,-9,25,1073094,12,70,1,,,,2,2,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,0,,,,2,1,2,2,1,2,1966,-9,1,4,,,,,,,,,,2,5,2,2,2,0,0,0,7500,1,,21,0,2,0,13100,0,,3,,2,,,2,50,-9,11,-9,,2,,,6,2304,,1,1,,,,,,,,,,1,,1,,0,,,4,0,20600,44,-9,501,,,,,1,1,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,24,3,10,18,17,24,11,4,20,12,11,13,11,3,3,12,13,14,13,4,16,4,14,21,19,18,9,3,20,11,11,12,10,3,4,14,13,14,12,3,19,3,10,19,19,19,13,3,22,10,10,13,14,4,4,15,11,10,12,5,16,3,13,14,17,20,11,4,21,12,11,14,13,3,3,15,13,12,0,0,0,0,0
P,2011000003717,2,400,-9,25,1073094,11,79,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,5400,35,1,1,2,1,2,2,1,2,1966,-9,1,4,,,,,,,,,,3,5,3,3,3,5100,0,1,45800,1,,21,0,1,0,3000,6000,20,1,4,1,,,1,50,-9,999,-9,,2,1,,1,6203,,1,1,7870,116,70,,,,,,,1,611M1,1,,0,5850,N.A.,,6000,65300,25,-9,501,2600,-9,25,-9,1,1,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,2,,,439051,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,18,3,9,18,19,18,16,4,19,11,13,13,12,2,2,11,9,12,12,3,21,3,11,19,20,18,10,4,22,9,11,11,8,3,4,13,11,14,12,5,18,3,11,19,17,15,15,3,22,11,10,13,11,3,4,12,11,9,8,3,21,3,10,20,24,20,15,4,16,16,10,11,10,3,3,9,10,11,0,0,0,0,0
P,2011000003851,1,1600,-9,25,1073094,14,19,1,,,4,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,17,0,3,15,19,0,2,0,0,2700,20,1,6,2,,,2,26,-9,32,-9,,2,,,6,,,1,1,8370,,,,,,,,,6,6241,1,,0,1050,N.A.,,2700,2700,50,-9,,,,,,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,151150,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,2,15,2,15,14,2,15,26,2,3,27,14,14,28,14,27,14,15,2,14,27,15,27,15,14,27,15,2,27,27,3,15,15,2,15,2,14,15,27,15,3,14,2,14,14,2,15,27,2,2,27,15,14,28,15,27,15,15,2,15,27,15,27,15,15,27,15,2,26,28,3,15,15,3,15,2,14,14,27,0,1,1,0,0
P,2011000003908,1,1700,-9,25,1073094,17,50,1,,,1,2,2,2,2,2,,,2,,,2,,,2,1,2,2,2,2,2,20,20,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,16,0,1,0,0,37000,42,1,1,1,,,1,50,-9,999,-9,,2,1,,1,,,1,1,770,98,55,,,,,,,6,23,1,,0,7220,N.A.,,37000,37020,25,-9,501,1600,-9,25,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,493040,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,5,16,27,20,17,20,23,17,17,4,15,6,15,17,22,6,5,27,19,4,19,21,22,39,22,6,19,5,20,18,7,13,4,20,24,15,13,18,4,19,29,20,6,20,21,12,4,12,5,24,19,24,20,17,14,26,25,5,23,27,18,6,18,5,3,24,17,31,16,15,27,17,25,4,5,15,15,16,24,0,0,0,0,0
P,2011000003908,2,1700,-9,25,1073094,24,72,1,,,4,2,2,2,2,2,,,2,,,2,,,1,1,1,2,2,2,2,0,,,,2,3,2,2,1,2,1959,-9,1,4,,,,,,,,,,2,2,2,2,2,0,0,6,26800,1,,16,0,2,0,10200,4900,15,1,4,2,,,1,50,-9,999,-9,,2,,,6,,,1,1,8190,,,,,,,,,4,622,1,,0,5020,N.A.,4,4900,41900,25,-9,501,,,,,1,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,432021,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,25,47,29,24,23,45,26,41,6,23,10,23,22,21,8,9,30,24,8,22,29,24,43,37,8,22,6,26,21,10,29,7,34,37,24,26,21,7,29,39,20,7,28,19,21,7,21,7,48,22,36,26,23,18,49,38,7,22,37,24,7,29,11,8,41,21,35,25,21,40,22,38,6,9,26,18,45,39,0,0,0,1,1
P,2011000004018,1,1600,-9,25,1073094,13,19,1,,,4,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,10,,10,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,2,15,19,0,2,0,0,2200,15,1,5,1,,,2,931,-9,51,-9,,2,,,1,,,1,1,7870,96,55,,,,,,,6,611M1,1,,0,4030,N.A.,,2200,2200,25,-9,,1600,-9,25,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,352021,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,12,2,12,12,12,23,13,22,13,12,23,12,2,23,23,2,12,13,2,1,12,2,13,13,12,23,13,24,12,13,23,12,2,23,23,2,12,13,24,24,12,22,13,13,12,2,12,2,12,13,2,13,23,2,2,23,13,12,23,23,12,22,13,13,13,2,13,2,12,12,2,13,23,2,2,23,12,12,2,0,1,1,0,0
P,2011000004063,1,1600,-9,25,1073094,6,18,1,,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,20,1,1,2,5,,,,,,,2,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,2,15,18,0,1,0,0,2200,12,1,6,1,,,1,252,-9,999,-9,,2,1,,1,,,1,3,5090,98,55,,,1,-9,374,-9,6,447,1,,0,4720,N.A.,,2200,2200,25,-9,,400,-9,25,-9,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,412010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,12,12,1,6,6,1,6,1,7,6,6,12,7,12,7,7,11,12,7,12,1,1,12,6,7,12,7,12,7,6,7,1,7,1,7,7,1,1,6,1,12,12,1,6,6,0,6,1,6,7,6,12,7,12,6,6,12,12,6,12,1,0,12,7,6,12,6,12,7,6,7,1,6,1,6,6,1,1,0,0,0,0,0
P,2011000004108,1,3100,-9,25,1073094,18,24,1,,,2,2,2,2,2,2,,,2,,2,,,,2,1,2,2,2,2,2,0,15,,10,2,5,,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0,0,17,0,3,16,21,0,2,0,0,20000,40,1,1,1,,,2,51,-9,21,-9,,2,,,1,5200,,1,1,8370,132,84,,,2200,-9,6,-9,6,6241,1,,0,2010,N.A.,,20000,20000,34,-9,,3200,-9,25,-9,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,211020,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,32,2,18,32,33,18,17,18,18,17,2,18,35,3,18,3,18,3,33,18,34,3,18,33,34,19,18,18,18,19,3,18,33,2,18,3,18,34,3,18,3,34,17,3,3,18,18,18,18,17,34,18,3,34,18,33,18,34,2,18,2,33,18,3,3,18,18,17,18,18,33,18,3,32,18,33,18,2,0,0,0,0,0
P,2011000004171,1,3200,-9,25,1073094,9,29,1,,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,10,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,24,0,2,0,0,77000,45,1,1,1,,,2,32,-9,8,-9,,2,1,,1,5003,3600,1,1,7460,102,61,,,,,,,6,5417,1,,0,1760,N.A.,4,77000,77000,29,-9,501,3200,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,192099,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,2,2,9,9,11,2,14,2,9,17,14,13,9,3,20,10,3,3,16,15,7,8,2,2,16,10,11,10,15,9,9,8,3,7,9,15,9,10,10,10,3,3,9,9,9,2,16,2,10,19,15,16,8,3,16,8,3,3,15,13,7,9,3,3,16,10,10,8,18,10,10,10,3,9,9,16,9,0,0,0,0,0
P,2011000004171,2,3200,-9,25,1073094,10,31,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,30,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,13,0,1,,24,0,1,0,0,115000,50,1,1,1,,,1,22,-9,999,-9,,2,1,,1,5003,2413,1,1,7870,106,61,,,,,,,6,611M1,1,,0,1650,N.A.,,115000,115000,37,-9,501,3300,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,1910XX,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,11,3,3,9,11,11,2,15,2,12,19,18,18,8,3,15,9,3,4,16,16,9,11,3,3,19,12,9,10,21,11,12,12,2,14,10,19,10,11,12,11,3,3,10,10,13,2,18,4,11,17,18,16,10,3,18,11,3,3,19,17,13,8,2,3,13,10,10,14,21,8,8,11,3,9,11,16,13,0,0,0,0,0
P,2011000004192,1,2200,-9,25,1073094,15,56,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,20,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,20,0,1,0,0,32000,40,1,1,,,,4,999,-9,999,-9,,2,1,,1,,,1,1,4770,98,55,,,,,,,6,442,1,,0,4760,N.A.,,32000,32000,25,-9,276,2100,-9,25,-9,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,412031,N.A.//,,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,,1,,1,,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,25,16,5,22,4,18,14,11,13,16,15,26,4,13,13,5,4,14,25,13,13,4,15,14,13,4,23,23,24,23,5,14,14,29,5,15,14,5,13,5,3,12,18,6,25,13,13,14,14,17,15,5,24,20,14,21,26,16,4,13,19,25,16,15,15,22,5,4,5,5,22,15,11,4,24,12,13,19,16,23,1,1,1,1,1
P,2011000004223,1,4700,-9,25,1073094,19,37,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,35,1,1,2,1,2,2,1,2,2005,-9,1,4,,,,,,,,,,2,1,1,2,1,0,0,0,0,1,,18,0,1,0,0,43000,40,1,3,1,,,2,32,-9,26,-9,,2,1,,1,,,1,1,8680,101,55,,,,,,,1,722Z,1,,0,310,N.A.,,43000,43000,25,-9,501,4800,-9,25,-9,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,119051,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,19,20,20,5,21,30,20,32,32,6,23,7,22,20,6,16,6,19,39,35,18,20,26,4,18,36,23,32,32,4,16,5,15,19,6,18,6,21,29,34,23,20,19,6,19,39,18,48,30,4,18,6,21,21,5,19,5,19,24,31,17,19,20,4,17,39,19,35,32,6,19,5,18,18,6,21,6,22,0,0,0,0,0
P,2011000004223,2,4700,-9,25,1073094,16,36,1,,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,3,1,1,2,1,2,2,2,2,2005,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,21,0,2,0,0,86000,40,1,1,1,,,2,89,-9,26,-9,,2,1,,1,6203,,1,1,8180,76,37,,,,,,,1,621M,1,,0,350,N.A.,2,86000,86000,25,-9,501,4700,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,2,,,119111,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,13,14,18,4,17,27,16,31,22,4,16,5,17,13,5,14,5,15,32,26,13,18,19,5,15,29,19,25,31,4,15,5,12,17,6,16,5,19,31,24,15,17,16,4,19,30,16,26,24,4,15,4,15,15,6,14,6,16,26,27,17,16,15,4,14,33,13,23,32,4,18,4,15,20,5,21,4,18,0,0,0,0,0
P,2011000004223,3,4700,-9,25,1073094,34,15,1,,,,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,0,0,2,0,2,11,12,0,2,0,0,0,,,,,,,2,261,-9,26,-9,,2,,1,,,,1,3,,,,,,,,,,6,,1,1,1,,,,,0,25,-9,501,,,,,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,63,38,45,46,18,32,41,37,75,61,10,28,11,25,23,21,57,9,34,51,37,32,43,37,10,24,50,33,33,68,14,52,13,39,41,9,35,11,35,66,31,27,51,63,10,26,56,26,31,51,15,61,13,27,45,7,29,17,31,48,50,33,50,37,12,38,48,35,64,55,14,37,12,23,17,17,50,14,31,0,0,0,0,0
P,2011000004223,4,4700,-9,25,1073094,16,6,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,3,2,3,,2,,,,,,,,,,2,32,-9,26,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,501,,,,,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,14,13,17,4,15,25,18,26,21,4,16,5,16,13,5,15,5,15,31,25,13,20,25,4,15,33,16,23,26,4,15,5,14,16,7,21,5,19,28,27,17,16,16,4,16,27,16,24,25,4,15,5,15,13,5,13,4,20,25,34,15,13,18,4,15,31,13,24,28,5,17,4,13,18,5,23,4,19,0,0,0,0,0
P,2011000004281,1,2300,-9,25,1073094,12,53,4,1992,-9,1,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,9000,10,1,1,1,1,2,2,1,2,1995,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,20,0,1,0,0,70000,40,1,1,1,1987,-9,1,434,-9,999,-9,5,2,1,,1,,,1,1,3390,246,136,691,-9,,,,,1,334M2,2,,0,8040,N.A.,,70000,79000,243,-9,385,2300,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,514050,N.A.//,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,5,16,3,13,11,12,19,12,19,13,11,20,11,4,18,24,5,4,15,13,4,14,3,14,14,12,23,13,21,13,12,21,13,2,19,22,4,24,14,14,26,10,22,11,10,13,3,13,3,13,16,5,12,22,4,4,23,18,11,13,19,13,22,13,16,12,5,14,4,13,12,4,11,21,3,3,21,4,0,0,0,0,0
